9897587,BSc (Hons) in Computer Science,481BCS,null,null,201803,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
860750,BSc (Hons) in Computer Science,481BCS3,0,3.25,202502,Male,"SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP, SUNWAY PALS BURSARY"
2733926,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,2.81,3.75,202108,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
2721492,BSc (Hons) in Computer Science,481BCS,3.06,3.37,202108,Female,SIN CHEW EDUCATION FUND
7031168,BSc (Hons) Information Technology,481BIT,null,null,201708,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
3933256,BSc (Hons) in Computer Science,481BCS,null,null,201808,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
206921,Bachelor of Science (Honours) Information Systems (Business Analytics),482BSBA,null,null,201903,Female,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY, JEFFREY CHEAH ACE SCHOLARSHIP"
7140572,BSc (Hons) Information Technology,481BIT,null,null,201108,Male,"SIBLING DISCOUNT, SUNWAY PALS BURSARY"
2038654,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.23,3.73,201908,Male,SUNWAY PALS BURSARY
8503982,BSc (Hons) in Computer Science,481BCS,3.08,4,202108,Female,JEFFREY CHEAH ACE SCHOLARSHIP
6076690,BSc (Hons) in Computer Science,481BCS2,3.83,3.83,202401,Male,SUNWAY ACE SCHOLARSHIP
2489122,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201808,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
6557609,BSc (Hons) in Computer Science,481BCS,3.26,0,202003,Male,SUNWAY PALS BURSARY
5029162,BSc (Hons) Information Systems,481BIS,3.36,3.33,201908,Male,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
2730085,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,0,0,202101,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, SUNWAY PALS BURSARY"
5172599,BSc (Hons) in Computer Science,481BCS1,4,4,202309,Female,JEFFREY CHEAH ACE SCHOLARSHIP
6354244,BSc (Hons) in Computer Science,481BCS1,3.95,3.92,202309,Male,"SUNWAY PALS BURSARY, JEFFREY CHEAH ACE SCHOLARSHIP"
7359374,Bachelor of Science (Honours) in Computer Science,null,null,null,202502,null,null
1665661,BSc (Hons) in Computer Science,481BCS,null,null,201801,Male,JEFFREY CHEAH ACE SCHOLARSHIP
7645959,BSc (Hons) in Computer Science,481BCS,3.41,0,202003,Male,JEFFREY CHEAH ACE SCHOLARSHIP
9547658,BSc (Hons) in Computer Science,481BCS,3.05,2.97,202008,Female,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY, JEFFREY CHEAH ACE SCHOLARSHIP"
6397889,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.5,3.57,202008,Female,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
1204198,BSc (Hons) in Computer Science,481BCS,null,null,201503,Male,JEFFREY CHEAH ENTRANCE SCHOLARSHIP
8766460,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS1,3.5,3.17,202309,Male,JEFFREY CHEAH ACE SCHOLARSHIP
6628524,Bachelor of Civil Engineering with Honours,0716BCIV,null,null,202502,Male,"SUNWAY ENTRANCE SCHOLARSHIP, SUNWAY ENTRANCE SCHOLARSHIP, INAUGURAL BURSARY"
5538031,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA1,3.6,3.33,202309,Male,JEFFREY CHEAH ACE SCHOLARSHIP
8132274,Bachelor of Software Engineering (Hons),481BSE2,0,4,202502,Female,null
2923304,Bachelor of Chemical Engineering with Honours,524BCHE,2.86,2.8,202309,Male,"SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP"
8215457,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,2.99,0,202203,Female,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
7861684,BSc (Hons) in Computer Science,481BCS,3.11,2.68,202201,Male,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
2773231,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,2.6,0,202203,Male,JEFFREY CHEAH ACE SCHOLARSHIP
8883812,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201608,Male,JEFFREY CHEAH ACE SCHOLARSHIP
448521,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201903,Male,JEFFREY CHEAH ACE SCHOLARSHIP
6112935,BSc (Hons) in Computer Science,481BCS,3,0,202301,Male,"SUNWAY PALS BURSARY, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
4081706,Bachelor of Science (Honours) Information Systems (Business Analytics),482BSBA,null,null,201803,Female,JEFFREY CHEAH ENTRANCE SCHOLARSHIP
1504445,BSc (Hons) Information Systems,481BIS,null,null,201501,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
1112266,BSc (Hons) in Computer Science,481BCS,null,null,201603,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
5818844,Bachelor of Software Engineering (Hons),481BSE2,0,4,202409,Male,"SUNWAY ACE SCHOLARSHIP, SUNWAY PALS BURSARY, SUNWAY ACE SCHOLARSHIP"
7293123,Bachelor of Software Engineering (Hons),481BSE,3.29,3.25,202208,Male,"CIS ECA SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
6769691,BSc (Hons) Information Systems,481BIS,null,null,201108,Male,SUNWAY PALS BURSARY
6476814,BSc (Hons) Information Technology,481BIT3,0,3.5,202409,Female,"SIBLING DISCOUNT, SIBLING DISCOUNT, SUNWAY ENTRANCE SCHOLARSHIP"
1254192,BSc (Hons) in Computer Science,481BCS,null,null,202309,Male,"SIBLING DISCOUNT, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
797727,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,2.69,2.75,202101,Male,SUNWAY PALS BURSARY
4192827,Bachelor of Software Engineering (Hons),481BSE,3.68,3.54,202008,Female,JEFFREY CHEAH ACE SCHOLARSHIP
1394095,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201703,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
7953890,Bachelor of Science (Honours) in Computer Science,null,null,null,202502,null,null
1989872,Bachelor of Software Engineering (Hons),481BSE,null,null,201801,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
707105,BSc (Hons) Information Technology,481BIT,null,null,201408,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
1413962,BSc (Hons) in Computer Science,481BCS3,0,3.75,202409,Female,SUNWAY ENTRANCE SCHOLARSHIP
4847423,BSc (Hons) in Computer Science,481BCS,3.27,3.2,202101,Male,JEFFREY CHEAH ACE SCHOLARSHIP
6200253,BSc (Hons) in Computer Science,481BCS1,3.43,3.75,202304,Male,"CIS ECA SCHOLARSHIP, SIBLING DISCOUNT"
697673,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,2.92,2.56,202108,Female,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
193285,Bachelor of Software Engineering (Hons),481BSE,3.27,0,202203,Male,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
886505,Bachelor of Mechatronic Engineering (Robotics) with Honours,0788BMRE,null,null,202504,Female,"INAUGURAL BURSARY, INAUGURAL BURSARY"
4090407,BSc (Hons) Information Technology,481BIT,null,null,201403,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
1045849,BSc (Hons) in Computer Science,481BCS,3,3.58,202309,Male,SUNWAY PALS BURSARY
954696,BSc (Hons) in Computer Science,481BCS,null,null,201503,Male,"JEFFREY CHEAH ENTRANCE SCHOLARSHIP, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
2102323,BSc (Hons) Information Technology,481BIT,null,null,202208,Male,JEFFREY CHEAH ACE SCHOLARSHIP
2054458,Bachelor of Software Engineering (Hons),481BSE,3.54,0,202208,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
2896095,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,2.29,0,202301,Male,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY, SIBLING DISCOUNT"
4235489,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,3.37,3.61,202104,Male,JEFFREY CHEAH ACE SCHOLARSHIP
3681095,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201708,Male,JEFFREY CHEAH FOUNDATION COMMUNITY SCHOLARSHIP
5793074,BSc (Hons) Information Technology,481BIT,2.64,2.64,202208,Male,"IO SUNWAY PALS BURSARY, REBATE FOR INTERNATIONAL PROGRESSION"
8184651,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.49,3.6,202208,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
4391664,BSc (Hons) Information Systems,481BIS,null,null,201108,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
2665736,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,2.96,2.63,202309,Female,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
9085133,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS2,2.77,1.5,202401,Female,"SUNWAY ACE SCHOLARSHIP, SUNWAY PALS BURSARY"
5228643,BSc (Hons) in Computer Science,481BCS,null,null,201508,Male,"JEFFREY CHEAH ENTRANCE SCHOLARSHIP, SIN CHEW EDUCATION FUND"
4258789,BSc (Hons) in Computer Science,481BCS,null,null,201808,Male,"SUNWAY PALS BURSARY, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
3358170,BSc (Hons) in Computer Science,481BCS,3.05,2.5,202008,Male,JEFFREY CHEAH ACE SCHOLARSHIP
9861095,Bachelor of Software Engineering (Hons),481BSE2,0,4,202502,Male,SUNWAY ENTRANCE SCHOLARSHIP
3626229,Bachelor of Science (Honours) in Computer Science,null,null,null,202409,null,null
1008030,Bachelor of Mechatronic Engineering (Robotics) with Honours,0788BMRE,null,null,202502,Male,"INAUGURAL BURSARY, INAUGURAL BURSARY, INAUGURAL BURSARY, SUNWAY PALS BURSARY"
6137062,BSc (Hons) Information Technology,481BIT,null,null,201808,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
6534584,Bachelor of Software Engineering (Hons),481BSE1,2.7,2.33,202309,Male,JEFFREY CHEAH ENTRANCE SCHOLARSHIP
2239255,BSc (Hons) in Computer Science,481BCS,null,null,201803,Male,JEFFREY CHEAH FOUNDATION SCHOLARSHIP
9707553,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA2,0,4,202502,Female,"SUNWAY PALS BURSARY, SUNWAY ENTRANCE SCHOLARSHIP"
3551935,BSc (Hons) in Computer Science,481BCS,null,null,201708,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
173790,Bachelor of Software Engineering (Hons),481BSE2,3.83,4,202409,Male,"SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP"
9890225,BSc (Hons) in Computer Science,481BCS,3.21,3.27,202001,Female,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
37154,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA1,3.4,3.5,202309,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, SUNWAY PALS BURSARY"
447518,Bachelor of Science (Honours) in Computer Science,null,null,null,202502,null,null
9804642,BSc (Hons) in Computer Science,481BCS,2.86,3.08,202201,Male,"SUNWAY PALS BURSARY, IO SUNWAY PALS BURSARY"
8530594,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.32,0,202003,Male,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
6360088,BSc (Hons) in Computer Science,481BCS,3.53,0,202104,Female,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
2791737,Bachelor of Science (Honours) in Computer Science,null,null,null,202502,null,null
6346485,BSc (Hons) in Computer Science,481BCS,null,null,201503,Male,JEFFREY CHEAH ENTRANCE SCHOLARSHIP
2232889,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,3.33,0,202301,Male,JEFFREY CHEAH ENTRANCE SCHOLARSHIP
8122427,BSc (Hons) in Computer Science,481BCS,3.46,0,202003,Female,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
2774585,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,3.56,3.72,202008,Female,JEFFREY CHEAH ACE SCHOLARSHIP
9532741,Bachelor of Software Engineering (Hons),481BSE1,0,1.5,202309,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, SUNWAY PALS BURSARY"
3005082,BSc (Hons) Information Systems,481BIS,null,null,201303,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
6844240,Bachelor of Mechanical Engineering with Honours,714BMEC,null,null,202502,Male,"SUNWAY PALS BURSARY, SUNWAY ENTRANCE SCHOLARSHIP"
